,coin,depositAllEnable,withdrawAllEnable,name,free,locked,freeze,withdrawing,ipoing,ipoable,storage,isLegalMoney,trading,networkList
333,ZAR,True,True,South African Rand,0,0,0,0,0,0,0,True,False,"[{'network': 'FIAT_MONEY', 'coin': 'ZAR', 'withdrawIntegerMultiple': '0.01', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'name': 'FIAT', 'resetAddressStatus': False, 'addressRegex': '', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0', 'withdrawMin': '0', 'withdrawMax': '10000000000', 'minConfirm': 0, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False}]"
334,DOCK,True,True,DOCK,0,0,0,0,0,0,0,False,True,"[{'network': 'DOCK', 'coin': 'DOCK', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'DOCK', 'resetAddressStatus': False, 'addressRegex': '^(3)[0-9a-z-A-Z]{44,50}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '5', 'withdrawMin': '10', 'withdrawMax': '10000000000', 'minConfirm': 5, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False}]"
335,STX,False,False,Stacks,0,0,0,0,0,0,0,False,True,"[{'network': 'STX', 'coin': 'STX', 'withdrawIntegerMultiple': '0.0001', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': False, 'depositDesc': 'The wallet is currently undergoing maintenance. Your funds in transit are safe once confirmed on the blockchain and will be credited shortly after deposits have resumed.', 'withdrawDesc': 'The wallet is currently undergoing maintenance. Withdrawals for this asset will be resumed shortly.', 'specialTips': 'Both a MEMO and an Address are required to successfully deposit your STX to Binance.', 'name': 'Stacks', 'resetAddressStatus': False, 'addressRegex': '^S[PM][0-9A-Z]{38,39}$', 'addressRule': '', 'memoRegex': '^[0-9a-zA-Z]{0,20}$', 'withdrawFee': '1.5', 'withdrawMin': '5', 'withdrawMax': '10000000000', 'minConfirm': 6, 'unLockConfirm': 0, 'sameAddress': True, 'estimatedArrivalTime': 60, 'busy': False}]"
336,PNT,True,True,pNetwork,0,0,0,0,0,0,0,False,True,"[{'network': 'BSC', 'coin': 'PNT', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': 'The network you have selected is BSC. Please ensure that the withdrawal address supports the Binance Smart Chain network. You will lose your assets if the chosen platform does not support retrievals.', 'name': 'BNB Smart Chain (BEP20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.32', 'withdrawMin': '0.64', 'withdrawMax': '10000000000', 'minConfirm': 15, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}, {'network': 'ETH', 'coin': 'PNT', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '12', 'withdrawMin': '24', 'withdrawMax': '10000000000', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
337,QI,True,True,BENQI,0,0,0,0,0,0,0,False,True,"[{'network': 'BSC', 'coin': 'QI', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': 'The network you have selected is BSC. Please ensure that the withdrawal address supports the Binance Smart Chain network. You will lose your assets if the chosen platform does not support retrievals.', 'name': 'BNB Smart Chain (BEP20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '7.95', 'withdrawMin': '15', 'withdrawMax': '9999999', 'minConfirm': 15, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}, {'network': 'AVAXC', 'coin': 'QI', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': 'Please note that this deposit address supports C-Chain deposit. For X-Chain deposits, please refer to AVAX network.', 'specialWithdrawTips': '', 'name': 'AVAX C-Chain', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '5', 'withdrawMin': '10', 'withdrawMax': '10000000000', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': ''}]"
338,DENT,True,True,DENT,0,0,0,0,0,0,0,False,True,"[{'network': 'ETH', 'coin': 'DENT', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '3428', 'withdrawMin': '6856', 'withdrawMax': '9900000000', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
339,MBOX,True,True,MOBOX,0,0,0,0,0,0,0,False,True,"[{'network': 'BSC', 'coin': 'MBOX', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': 'The network you have selected is BSC. Please ensure that the withdrawal address supports the Binance Smart Chain network. You will lose your assets if the chosen platform does not support retrievals.', 'name': 'BNB Smart Chain (BEP20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.12', 'withdrawMin': '0.24', 'withdrawMax': '9999999', 'minConfirm': 15, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
340,SUB,False,False,Substratum,0,0,0,0,0,0,0,False,False,"[{'network': 'ETH', 'coin': 'SUB', 'withdrawIntegerMultiple': '0.01', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': False, 'depositDesc': 'The wallet is currently undergoing maintenance. Your funds in transit are safe once confirmed on the blockchain and will be credited shortly after deposits have resumed.', 'withdrawDesc': 'The wallet is currently undergoing maintenance. Withdrawals for this asset will be resumed shortly.', 'specialTips': '', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0', 'withdrawMin': '40', 'withdrawMax': '10000000000', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
341,POA,False,False,POA Network,0,0,0,0,0,0,0,False,False,"[{'network': 'POA', 'coin': 'POA', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': False, 'depositDesc': 'Deposit for this token is not supported, please try other networks.', 'withdrawDesc': 'Withdrawal for this token is not supported, please try other networks.', 'specialTips': '', 'name': 'POA Network', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.01', 'withdrawMin': '0.02', 'withdrawMax': '10000000000', 'minConfirm': 30, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False}]"
342,IOST,True,True,IOST,0,0,0,0,0,0,0,False,True,"[{'network': 'IOST', 'coin': 'IOST', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': 'Please enter both MEMO and Address data, which are required to deposit IOST to your Binance account.', 'name': 'IOST', 'resetAddressStatus': False, 'addressRegex': '^[A-Za-z0-9_]{5,11}$', 'addressRule': '', 'memoRegex': '^[0-9A-Za-z\\-_]{1,120}$', 'withdrawFee': '1', 'withdrawMin': '2', 'withdrawMax': '10000000000', 'minConfirm': 13, 'unLockConfirm': 80, 'sameAddress': True, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'BINANCE_BAHRAIN_BSC'}, {'network': 'ETH', 'coin': 'IOST', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': 'This deposit address supports ERC20 tokens. We will automatically convert your tokens to the Mainnet.', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '268', 'withdrawMin': '536', 'withdrawMax': '10000000000', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
343,CAKE,True,True,PancakeSwap,0,0,0,0,0,0,0,False,True,"[{'network': 'BSC', 'coin': 'CAKE', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': 'The network you have selected is BSC. Please ensure that the withdrawal address supports the Binance Smart Chain network. You will lose your assets if the chosen platform does not support retrievals.', 'name': 'BNB Smart Chain (BEP20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.019', 'withdrawMin': '0.038', 'withdrawMax': '10000000000', 'minConfirm': 15, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}, {'network': 'BNB', 'coin': 'CAKE', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'name': 'BNB Beacon Chain (BEP2)', 'resetAddressStatus': False, 'addressRegex': '^(bnb1)[0-9a-z]{38}$', 'addressRule': '', 'memoRegex': '^[0-9A-Za-z\\-_]{1,120}$', 'withdrawFee': '0.031', 'withdrawMin': '0.062', 'withdrawMax': '10000000000', 'minConfirm': 1, 'unLockConfirm': 0, 'sameAddress': True, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
344,BSW,True,True,Biswap,0,0,0,0,0,0,0,False,True,"[{'network': 'BSC', 'coin': 'BSW', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': 'The network you have selected is BSC. Please ensure that the withdrawal address supports the Binance Smart Chain network. You will lose your assets if the chosen platform does not support retrievals.', 'name': 'BNB Smart Chain (BEP20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.29', 'withdrawMin': '0.58', 'withdrawMax': '1000000000', 'minConfirm': 15, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
345,ETHUP,False,False,ETHUP,0,0,0,0,0,0,0,False,True,"[{'network': 'ETF', 'coin': 'ETHUP', 'withdrawIntegerMultiple': '0', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': False, 'depositDesc': 'Not support deposit', 'withdrawDesc': 'Not support withdrawal', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'ETF', 'resetAddressStatus': False, 'addressRegex': '', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0', 'withdrawMin': '0', 'withdrawMax': '9999999999.99999999', 'minConfirm': 0, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False}]"
346,POE,False,False,Po.et,0,0,0,0,0,0,0,False,False,"[{'network': 'ETH', 'coin': 'POE', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': False, 'depositDesc': 'The wallet is currently undergoing maintenance. Your funds in transit are safe once confirmed on the blockchain and will be credited shortly after deposits have resumed.', 'withdrawDesc': 'The wallet is currently undergoing maintenance. Withdrawals for this asset will be resumed shortly.', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '141084', 'withdrawMin': '282168', 'withdrawMax': '10000000000', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
347,OMG,True,True,OMG Network,0,0,0,0,0,0,0,False,True,"[{'network': 'ETH', 'coin': 'OMG', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '1.92', 'withdrawMin': '3.84', 'withdrawMax': '10000000000', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
348,BAND,True,True,BAND,0,0,0,0,0,0,0,False,True,"[{'network': 'BSC', 'coin': 'BAND', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': 'The network you have selected is BSC. Please ensure that the withdrawal address supports the Binance Smart Chain network. You will lose your assets if the chosen platform does not support retrievals.', 'name': 'BNB Smart Chain (BEP20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.071', 'withdrawMin': '0.14', 'withdrawMax': '10000000000', 'minConfirm': 15, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}, {'network': 'BAND', 'coin': 'BAND', 'withdrawIntegerMultiple': '0.000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': 'Both a MEMO and an Address are required to successfully deposit your BAND to Binance', 'name': 'BAND', 'resetAddressStatus': False, 'addressRegex': '^(band1)[0-9a-z]{38}$', 'addressRule': '', 'memoRegex': '^[0-9A-Za-z\\-_]{1,120}$', 'withdrawFee': '0.01', 'withdrawMin': '0.02', 'withdrawMax': '10000000000', 'minConfirm': 15, 'unLockConfirm': 0, 'sameAddress': True, 'estimatedArrivalTime': 5, 'busy': False, 'country': ''}, {'network': 'BNB', 'coin': 'BAND', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': 'Both a MEMO and an Address are required to successfully deposit your BEP2 tokens to Binance.', 'name': 'BNB Beacon Chain (BEP2)', 'resetAddressStatus': False, 'addressRegex': '^(bnb1)[0-9a-z]{38}$', 'addressRule': '', 'memoRegex': '^[0-9A-Za-z\\-_]{1,120}$', 'withdrawFee': '0.12', 'withdrawMin': '0.24', 'withdrawMax': '10000000000', 'minConfirm': 1, 'unLockConfirm': 0, 'sameAddress': True, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}, {'network': 'ETH', 'coin': 'BAND', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '2.85', 'withdrawMin': '5.7', 'withdrawMax': '10000000000', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
349,SUN,True,True,SUN,0,0,0,0,0,0,0,False,True,"[{'network': 'BSC', 'coin': 'SUN', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': 'The network you have selected is BSC. Please ensure that the withdrawal address supports the Binance Smart Chain network. You will lose your assets if the chosen platform does not support retrievals.', 'name': 'BNB Smart Chain (BEP20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '15', 'withdrawMin': '30', 'withdrawMax': '10000000000', 'minConfirm': 15, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}, {'network': 'TRX', 'coin': 'SUN', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'Tron (TRC20)', 'resetAddressStatus': False, 'addressRegex': '^T[1-9A-HJ-NP-Za-km-z]{33}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '11', 'withdrawMin': '22', 'withdrawMax': '10000000000', 'minConfirm': 1, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'BINANCE_BAHRAIN_BSC'}]"
350,ASTR,True,True,Astar,0,0,0,0,0,0,0,False,True,"[{'network': 'ASTR', 'coin': 'ASTR', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'Astar Network', 'resetAddressStatus': False, 'addressRegex': '^[0-9a-z-A-Z]{44,50}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '2', 'withdrawMin': '5', 'withdrawMax': '9999999', 'minConfirm': 3, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False}]"
351,SUNOLD,False,False,SUN OLD,0,0,0,0,0,0,0,False,False,"[{'network': 'TRX', 'coin': 'SUNOLD', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': False, 'depositDesc': 'Deposit for this token is not supported, please try other networks.', 'withdrawDesc': 'Withdrawal for this token is not supported, please try other networks.', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'Tron (TRC20)', 'resetAddressStatus': False, 'addressRegex': '^T[1-9A-HJ-NP-Za-km-z]{33}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0', 'withdrawMin': '0.0058', 'withdrawMax': '10000000000', 'minConfirm': 1, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'BINANCE_BAHRAIN_BSC'}]"
352,BTC,True,True,Bitcoin,0,0,0,0,0,0,0,False,True,"[{'network': 'BSC', 'coin': 'BTC', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': 'The network you have selected is BSC. Please ensure that the withdrawal address supports the Binance Smart Chain network. You will lose your assets if the chosen platform does not support retrievals.', 'name': 'BNB Smart Chain (BEP20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.0000042', 'withdrawMin': '0.0000084', 'withdrawMax': '10000000000', 'minConfirm': 15, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}, {'network': 'BTC', 'coin': 'BTC', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'Bitcoin', 'resetAddressStatus': False, 'addressRegex': '^[13][a-km-zA-HJ-NP-Z1-9]{25,34}$|^[(bc1q)|(bc1p)][0-9A-Za-z]{37,62}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.0002', 'withdrawMin': '0.001', 'withdrawMax': '7500', 'minConfirm': 1, 'unLockConfirm': 2, 'sameAddress': False, 'estimatedArrivalTime': 60, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}, {'network': 'BNB', 'coin': 'BTC', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': 'Please enter both MEMO and Address data, which are required to deposit BEP2-BTCB tokens to your Binance account.', 'name': 'BNB Beacon Chain (BEP2)', 'resetAddressStatus': False, 'addressRegex': '^(bnb1)[0-9a-z]{38}$', 'addressRule': '', 'memoRegex': '^[0-9A-Za-z\\-_]{1,120}$', 'withdrawFee': '0.000007', 'withdrawMin': '0.000014', 'withdrawMax': '10000000000', 'minConfirm': 1, 'unLockConfirm': 0, 'sameAddress': True, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}, {'network': 'SEGWITBTC', 'coin': 'BTC', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': False, 'depositDesc': '', 'withdrawDesc': 'We have disabled withdrawals as our systems are currently undergoing maintenance.', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'BTC(SegWit)', 'resetAddressStatus': False, 'addressRegex': '', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.0005', 'withdrawMin': '0.001', 'withdrawMax': '10000000000', 'minConfirm': 1, 'unLockConfirm': 2, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False}, {'network': 'ETH', 'coin': 'BTC', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': 'This deposit address supports ERC20 BBTC tokens. Please ensure your destination address supports BBTC tokens under the contract address ending in 22541.', 'specialWithdrawTips': 'You are withdrawing Binance Wrapped BTC (BBTC). Please ensure that the receiving platform supports this token or you might potentially risk losing your asset.', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.00017', 'withdrawMin': '0.00034', 'withdrawMax': '10000000000', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
353,TWT,True,True,Trust Wallet Token,0,0,0,0,0,0,0,False,True,"[{'network': 'BSC', 'coin': 'TWT', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': 'The network you have selected is BSC. Please ensure that the withdrawal address supports the Binance Smart Chain network. You will lose your assets if the chosen platform does not support retrievals.', 'name': 'BNB Smart Chain (BEP20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.089', 'withdrawMin': '0.18', 'withdrawMax': '10000000000', 'minConfirm': 15, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}, {'network': 'BNB', 'coin': 'TWT', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': 'Both a MEMO and an Address are required to successfully deposit your BEP2 tokens to Binance.', 'name': 'BNB Beacon Chain (BEP2)', 'resetAddressStatus': False, 'addressRegex': '^(bnb1)[0-9a-z]{38}$', 'addressRule': '', 'memoRegex': '^[0-9A-Za-z\\-_]{1,120}$', 'withdrawFee': '0.15', 'withdrawMin': '0.3', 'withdrawMax': '9999999999.99999999', 'minConfirm': 1, 'unLockConfirm': 0, 'sameAddress': True, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
354,NKN,True,True,NKN,0,0,0,0,0,0,0,False,True,"[{'network': 'ETH', 'coin': 'NKN', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '35', 'withdrawMin': '70', 'withdrawMax': '10000000000', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
355,RSR,True,True,Reserve Rights,0,0,0,0,0,0,0,False,True,"[{'network': 'ETH', 'coin': 'RSR', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '599', 'withdrawMin': '1198', 'withdrawMax': '10000000000', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
